surrogat	9	None	0
sveinbjørnsson	9	Sveinbjörnsson	1
svisslandi	9	None	0
sygdom	9	None	0
telr	9	telur	1
theiss	9	None	0
this	9	None	0
thórarensens	9	None	0
thoroddsens	9	None	0
thy	9	None	0
tídt	9	títt	1
tilfinníngar	9	tilfinningar	1
tilskip	9	None	0
tilskueren	9	None	0
tip	9	None	0
tízku	9	tísku	1
trúad	9	trúað	1
tuliniusar	9	None	0
tyrkiar	9	! Tyrkjar	0
tyrkjaveldi	9	tyrkjaveldi	0
umlidnu	9	umliðnu	1
umráda	9	umráða	1
úng	9	ung	1
upplýsíngar	9	upplýsingar	1
upplýsíngu	9	upplýsingu	1
vakid	9	vakið	1
varda	9	varða	1
vardveita	9	varðveita	1
vatnid	9	vatnið	1
veidistødum	9	veiðistöðum	1
vejle	9	None	0
verkinum	9	None	0
viðurkend	9	viðurkennd	1
vidvíkur	9	viðvíkur	1
vikid	9	vikið	1
vísindagreinir	9	None	0
vøldum	9	völdum	1
þarad	9	! þar að	0
þareptir	9	! þar eftir	0
þaunkum	9	þönkum	1
þeas	9	þ.e.a.s.	0
þecktu	9	þekktu	1
þettað	9	þetta	1
þínga	9	þinga	1
þíngum	9	þingum	1
þíngvöllum	9	Þingvöllum	1
þml	9	None	0
þorskanetalagnir	9	þorskanetalagnir	0
þúngum	9	þungum	1
þýdskaland	9	Þýskaland	1
þyggja	9	þiggja	1
þýzkri	9	þýskri	1
þýzkur	9	þýskur	1
abdul	8	None	0
áburdinn	8	áburðinn	1
adgjætni	8	aðgætni	1
adr	8	! áður	0
æfilangt	8	ævilangt	1
afriku	8	Afríku	1
ágjøf	8	ágjöf	1
akkerisgangi	8	None	0
akreyri	8	Akureyri	1
alen	8	alin	1
algier	8	! Alsír	0
allsk	8	None	0
almenníng	8	almenning	1
alþt	8	None	0
amtid	8	amtið	1
anmarkar	8	annmarkar	1
april	8	apríl	1
apturkalla	8	afturkalla	1
árángur	8	árangur	1
árg	8	None	0
ásm	8	None	0
ástædum	8	ástæðum	1
ástædur	8	ástæður	1
atgjörðum	8	atgjörðum	0
athøfn	8	athöfn	1
aþenuborg	8	None	0
báda	8	báða	1
bánkans	8	bankans	1
bárubúð	8	None	0
bayern	8	None	0
bened	8	None	0
bessastada	8	Bessastaða	1
beztir	8	bestir	1
bjargrædis	8	bjargræðis	1
bjørg	8	björg	1
bodord	8	boðorð	1
bókasölumaður	8	None	0
bókmentirnar	8	bókmenntirnar	1
botnia	8	None	0
botníu	8	None	0
brauns	8	None	0
bredt	8	None	0
brèfi	8	bréfi	1
bret	8	None	0
breytíngu	8	breytingu	1
brotizt	8	brotist	1
brugðizt	8	brugðist	1
bugge	8	None	0
búkhreinsandi	8	None	0
byggíngum	8	byggingum	1
byrdi	8	byrði	1
byron	8	None	0
byskupi	8	biskupi	1
capellán	8	kapellán	1
cheviot	8	None	0
chir	8	None	0
czekkar	8	! tékkar	0
dád	8	dáð	1
dagin	8	daginn	1
dagliga	8	daglega	1
daudans	8	dauðans	1
dei	8	None	0
dregr	8	dregur	1
drotningin	8	drottningin	1
dugnadi	8	dugnaði	1
dygdir	8	dygðir	1
edlis	8	eðlis	1
efterf	8	None	0
eigindir	8	None	0
eingi	8	engi	1
einhverir	8	einhverjir	1
einhvørja	8	einhverja	1
einhvørjum	8	einhverjum	1
elba	8	None	0
end	8	None	0
ennframar	8	enn framar	0
erfdarétti	8	erfðarétti	1
eystripollum	8	None	0
fadirinn	8	faðirinn	1
faktóri	8	None	0
fallstycki	8	fallstykki	1
fánginn	8	fanginn	1
fávizku	8	fávisku	1
feber	8	None	0
feingist	8	fengist	1
ferdast	8	ferðast	1
ferðazt	8	ferðast	1
fimtán	8	fimmtán	1
fíngrinum	8	fingrinum	1
fjelagsmanna	8	félagsmanna	1
fjelagsskap	8	félagsskap	1
fjórðungakvísl	8	None	0
fjórðúngi	8	fjórðungi	1
flúdi	8	flúði	1
føgur	8	fögur	1
forfedranna	8	forfeðranna	1
foríngi	8	foringi	1
frásagt	8	None	0
friðr	8	friður	1
frjett	8	frétt	1
frv	8	None	0
frygg	8	None	0
fylkíngar	8	fylkingar	1
fyltist	8	fylltist	1
gæzku	8	gæsku	1
gæzlu	8	gæslu	1
gángur	8	gangur	1
gay	8	None	0
gégna	8	gegna	1
gengizt	8	gengist	1
gerdi	8	gerði	1
gertz	8	! gerst	0
giöra	8	gjöra	1
giptur	8	giftur	1
gjøld	8	gjöld	1
gjørdist	8	gjörðist	1
goethe's	8	None	0
goodtemplarahúsinu	8	! góðtemplarahúsinu	0
gosid	8	gosið	1
greidt	8	greitt	1
gricklands	8	Grikklands	1
grizil	8	None	0
grjet	8	grét	1
guðl	8	None	0
gudmundssyni	8	Guðmundssyni	1
gudmundur	8	Guðmundur	1
guizot	8	None	0
haðshí	8	None	0
hafl	8	None	0
hagad	8	hagað	1
hallgrímr	8	None	0
harte	8	None	0
háttad	8	háttað	1
hay	8	None	0
heimsókti	8	heimsótti	1
helbrede	8	None	0
helmíngur	8	helmingur	1
hendíngu	8	hendingu	1
hepta	8	hefta	1
héradi	8	héraði	1
hèraf	8	! hér af	0
herfør	8	herför	1
heródót	8	None	0
hillevaag	8	None	0
híngaðtil	8	! hingað til	0
hja	8	! hjá	0
hjerað	8	héraði	1
hjeraðinu	8	héraðinu	1
hjeruð	8	héruð	1
hjort	8	None	0
hlada	8	hlaða	1
hlutdrægnislaust	8	None	0
hlýdnast	8	hlýðnast	1
høfdíngi	8	höfðingi	1
høfdíngja	8	höfðingja	1
høndlunar	8	höndlunar	1
hørdu	8	hörðu	1
hreppsþingin	8	None	0
hrs	8	None	0
hugprýdi	8	hugprýði	1
hull	8	None	0
hundrada	8	hundraða	1
hvarmed	8	! hvar með	0
hvörja	8	hverja	1
hvörr	8	! [hver, hvor]	0
hvortveggja	8	None	0
ib	8	None	0
indb	8	None	0
isafoldar	8	Ísafoldar	1
íslenzkunni	8	íslenskunni	1
ístadinn	8	! í staðinn	0
jakobsen	8	None	0
jarda	8	jarða	1
járnbrautarnefnd	8	None	0
johansens	8	None	0
journal	8	None	0
junchers	8	None	0
júnímán	8	None	0
kaldt	8	kalt	1
kanadastjórn	8	None	0
kaupid	8	kaupið	1
kaupmadr	8	kaupmaður	1
kaupstada	8	kaupstaða	1
kaupverdslun	8	kaupverslun	1
kémst	8	kemst	1
kénnt	8	kennt	1
keysari	8	keisari	1
kjæmi	8	kæmi	1
klaustur-pósturinn	8	Klausturpósturinn	1
knudtzons	8	None	0
konúnganna	8	konunganna	1
kosníngar	8	kosningar	1
kosningarlögin	8	None	0
kostnaðarminni	8	None	0
kríngumstæðum	8	kringumstæðum	1
kríngumstædur	8	kringumstæður	1
króazíu	8	! Króatíu	0
kvennfólkinu	8	kvenfólkinu	1
kveykja	8	kveikja	1
lækníngar	8	lækningar	1
lærdir	8	lærðir	1
landsprentsmiðjan	8	None	0
lángferd	8	langferð	1
lángir	8	langir	1
lausafje	8	lausafé	1
lausamadur	8	lausamaður	1
levi	8	None	0
leyfdi	8	leyfði	1
lidin	8	liðin	1
lífstíd	8	lífstíð	1
líkligt	8	líklegt	1
ljettara	8	léttara	1
lofadi	8	lofaði	1
løgmadur	8	lögmaður	1
lotníngu	8	lotningu	1
lútheri	8	None	0
maa	8	None	0
mackenzie	8	None	0
maklegleikum	8	None	0
manchester	8	None	0
mánud	8	mánuð	1
maria	8	None	0
martsí	8	None	0
marzm	8	None	0
me	8	None	0
meðalaverzlunar	8	meðalaverslunar	0
medallagi	8	meðallagi	1
medlimum	8	meðlimum	1
medøl	8	meðul	1
mentunarinnar	8	menntunarinnar	1
mid	8	mið	1
minstur	8	minnstur	1
mjólkurskilvindan	8	None	0
mk	8	None	0
möllers	8	None	0
móreu	8	None	0
neapel	8	None	0
nedri	8	neðri	1
neergaard	8	None	0
niðrl	8	None	0
nockurri	8	nokkurri	1
noget	8	None	0
norðmýlingar	8	None	0
norske	8	None	0
ny	8	None	0
º	8	None	0
óbrygðul	8	óbrigðul	1
ockr	8	okkur	1
ódum	8	óðum	1
oktbr	8	None	0
ølld	8	öld	1
ómöguligt	8	ómögulegt	1
orðulimir	8	None	0
öre	8	None	0
óskadi	8	óskaði	1
paris	8	París	1
partr	8	None	0
pommern	8	None	0
porhoet	8	None	0
prima	8	None	0
prjedika	8	predika	1
rádast	8	ráðast	1
ransókn	8	rannsókn	1
reikníngum	8	reikningum	1
ritlíng	8	ritling	1
rjedi	8	réði	1
rjettinum	8	réttinum	1
rjettlæti	8	réttlæti	1
rosenberg	8	None	0
ross	8	None	0
rugaard	8	None	0
samanburdi	8	samanburði	1
sameiníngu	8	sameiningu	1
samlede	8	None	0
samqvæmt	8	samkvæmt	1
saudfé	8	sauðfé	1
segdu	8	segðu	1
sérhvørju	8	sérhverju	1
sérhvørn	8	sérhvern	1
sérhvørs	8	sérhvers	1
seztur	8	sestur	1
shakespeare	8	None	0
sídara	8	síðara	1
siðr	8	siður	1
siemsens	8	None	0
sigm	8	None	0
sjáid	8	sjáið	1
sjerstöku	8	sérstöku	1
sjúklíng	8	sjúkling	1
skagafirdi	8	Skagafirði	1
skèd	8	skeð	1
skemdist	8	skemmdist	1
skemri	8	skemmri	1
skemstu	8	skemmstu	1
skemtilegar	8	skemmtilegar	1
skemtilegra	8	skemmtilegra	1
sképnur	8	skepnur	1
skildínga	8	skildinga	1
skilníng	8	skilning	1
skyldt	8	skylt	1
slepti	8	sleppti	1
slesvík	8	Slésvík	1
slisfarir	8	slysfarir	1
snúizt	8	snúist	1
søgunni	8	sögunni	1
sókti	8	sótti	1
sóktu	8	sóttu	1
sønn	8	None	0
spitzbergen	8	None	0
spurníngar	8	spurningar	1
stadfestíngar	8	staðfestingar	1
stadir	8	staðir	1
steensen	8	None	0
stillíngu	8	stillingu	1
stiptamtmanni	8	stiftamtmanni	1
stiptsyfirvaldanna	8	stiftsyfirvaldanna	1
stje	8	sté	1
stjórnaraðferð	8	None	0
stockholm	8	None	0
straks	8	None	0
stuart	8	None	0
suðr	8	suður	1
svokølludu	8	svokölluðu	1
svørtu	8	svörtu	1
sýngja	8	syngja	1
tilh	8	None	0
tilsamans	8	None	0
torveldt	8	torvelt	1
túngan	8	tungan	1
týnzt	8	týnst	1
ú	8	None	0
uden	8	None	0
umbreytíngar	8	umbreytingar	1
umsjónarm	8	None	0
undarligt	8	undarlegt	1
úngi	8	ungi	1
úngir	8	ungir	1
uppgaungu	8	uppgöngu	1
upphæd	8	upphæð	1
úrskurd	8	úrskurð	1
úrskurdi	8	úrskurði	1
útan	8	utan	1
utanað	8	utanað	0
útgéfin	8	útgefin	1
útleggíngu	8	útleggingu	1
vaxid	8	vaxið	1
veðr	8	veður	1
vedri	8	veðri	1
veittr	8	veittur	1
verdens	8	None	0
verdum	8	verðum	1
verkid	8	verkið	1
vesnandi	8	versnandi	1
vesturamtinu	8	None	0
vesturg	8	None	0
vidkoma	8	viðkoma	1
viðurkendur	8	viðurkenndur	1
vilh	8	None	0
virdíngu	8	virðingu	1
vogadi	8	vogaði	1
voltaire	8	None	0
vox	8	None	0
vyrdtist	8	virtist	1
wergeland	8	None	0
will	8	None	0
yfrid	8	yfrið	1
ýmugust	8	ímugust	1
þacklæti	8	þakklæti	1
þannin	8	þannig	1
þará	8	! þar á	0
þegid	8	þegið	1
þei	8	None	0
þeira	8	þeirra	1
þesi	8	þessi	1
þíngeyar	8	Þingeyrar	1
þjóðfjelagsins	8	þjóðfélagsins	1
þo	8	None	0
þorvaldr	8	Þorvaldur	1
þótzt	8	þóst	1
þumlúnga	8	þumlunga	1
þvl	8	None	0
þýzkt	8	þýskt	1
abla	7	afla	1
adsetur	7	aðsetur	1
æfdir	7	æfðir	1
ætlid	7	ætlið	1
afskiftalaust	7	afskiptalaust	1
afturhaldsmálgagnið	7	None	0
águst	7	ágúst	1
ágústm	7	None	0
ákvarda	7	ákvarða	1
ákvardad	7	ákvarðað	1
aladin	7	None	0
aldeles	7	None	0
alltadeinu	7	! allt að einu	0
allvíðast	7	None	0
alsherjar	7	allsherjar	1
alþingism	7	None	0
alþýda	7	alþýða	1
amtmadr	7	amtmaður	1
andadiz	7	andaðist	1
áqvardanir	7	ákvarðanir	1
arad	7	! árað	0
árgángi	7	árgangi	1
ásg	7	None	0
áskilid	7	áskilið	1
atgjörfi	7	! atgervi	0
athugaverdt	7	athugavert	1
atqvædi	7	atkvæði	1
atridum	7	atriðum	1
aud	7	auð	1
audskilid	7	auðskilið	1
augnamidi	7	augnamiði	1
augnlækning	7	None	0
aukid	7	aukið	1
áunnid	7	áunnið	1
ávøxt	7	ávöxt	1
bádar	7	báðar	1
bádu	7	báðu	1
bankastj	7	None	0
bazarinn	7	basarinn	1
beggjamegin	7	None	0
beid	7	beið	1
beitistødum	7	beitistöðum	1
bern	7	None	0
bevise	7	None	0
beztum	7	bestum	1
birjadi	7	byrjaði	1
birjun	7	byrjun	1
blída	7	blíða	1
bog	7	None	0
bókmenntafjelagsins	7	bókmenntafélagsins	1
bólgusóttir	7	bólgusóttir	0
bólgusóttum	7	bólgusóttum	0
bónapartes	7	None	0
borgad	7	borgað	1
brádlega	7	bráðlega	1
brædrasjódsins	7	bræðrasjóðsins	1
braudaveitíngar	7	brauðaveitingar	0
bregda	7	bregða	1
brooklyn	7	None	0
buda	7	! búða	0
buller	7	None	0
bygðum	7	byggðum	1
byriad	7	byrjað	1
byriadi	7	byrjaði	1
campbell	7	None	0
cand	7	None	0
candidatus	7	None	0
canelejas	7	None	0
capelláni	7	kapelláni	0
cement	7	sement	1
chamberlain	7	None	0
chess	7	None	0
contractors	7	None	0
daily	7	None	0
darwin	7	None	0
derfor	7	None	0
despard	7	None	0
domíngó	7	None	0
dover	7	None	0
dugligur	7	duglegur	1
dulizt	7	dulist	1
efnid	7	efnið	1
efterkrav	7	None	0
eignazt	7	eignast	1
eingir	7	engir	1
einmidt	7	einmitt	1
eleg	7	None	0
elliott	7	None	0
endadist	7	endaðist	0
engilsaxar	7	None	0
englanz	7	Englands	1
eptirlæti	7	eftirlæti	1
eptirliti	7	eftirliti	1
eptirsókn	7	eftirsókn	1
erfdum	7	erfðum	1
ertú	7	None	0
etc	7	None	0
eya	7	eyja	1
eyafirði	7	Eyjafirði	1
eyafjøllum	7	Eyjafjöllum	1
eyfirzka	7	eyfirska	1
eyunum	7	eyjunum	1
fædíngu	7	fæðingu	1
færdi	7	færði	1
færstir	7	fæstir	1
fángélsi	7	fangelsi	1
fðm	7	None	0
febrúarí	7	None	0
fekkst	7	fékkst	1
fèll	7	féll	1
ferdínandur	7	None	0
ff	7	None	0
fi	7	None	0
filologi	7	None	0
fimtíu	7	fimmtíu	1
fimtudag	7	fimmtudag	1
fimtugur	7	fimmtugur	1
fineste	7	None	0
fjelögunum	7	félögunum	1
fjenaður	7	fénaður	1
fjórdi	7	fjórði	1
fjórdúngi	7	fjórðungi	1
fleirstum	7	flestum	1
fljótshlýd	7	Fljótshlíð	1
flocki	7	flokki	1
flonel	7	None	0
flutníng	7	flutning	1
fluzt	7	flust	1
fødurlandid	7	föðurlandið	1
fødurs	7	föður	1
forfedr	7	forfeður	1
forfedurnir	7	forfeðurnir	1
forløg	7	forlög	1
formaðr	7	formaður	1
forordníng	7	! fororðning	0
forvida	7	forviða	1
frædast	7	fræðast	1
framferdi	7	framferði	1
framkvæmdarsemi	7	framkvæmdarsemi	0
framqvæma	7	framkvæma	1
fránka	7	franka	1
frelsadi	7	frelsaði	1
fréttst	7	frést	1
fridinn	7	friðinn	1
friðnum	7	friðnum	0
fridr	7	friður	1
frjettst	7	frést	1
fundr	7	fundur	1
fylstu	7	fyllstu	1
gædum	7	gæðum	1
gagern	7	None	0
gardyrkjunni	7	garðyrkjunni	1
gazt	7	gast	1
gégn	7	gegn	1
geingi	7	gengi	1
general	7	None	0
gérdu	7	gerðu	1
gèti	7	geti	1
gja	7	! gjá	0
gjætt	7	gætt	1
godsvinnur	7	Goðsvinnur	0
gømul	7	gömul	1
government	7	None	0
grafid	7	grafið	1
granada	7	None	0
grasvøxtur	7	grasvöxtur	1
grickia	7	Grikkja	1
gricklandi	7	Grikklandi	1
grisku	7	grísku	1
grískukensluna	7	grískukennsluna	0
gróda	7	gróða	1
gröndals	7	None	0
gudmundar	7	Guðmundar	1
guénon	7	None	0
gýgunum	7	gígunum	1
gylt	7	gyllt	1
hægd	7	hægð	1
hafnarfirdi	7	Hafnarfirði	1
hagfeldari	7	hagfelldari	1
hagsælda	7	hagsælda	0
halle	7	None	0
harcourt	7	None	0
hardur	7	harður	1
havsteens	7	None	0
havstein	7	Hafstein	1
havsteins	7	Hafsteins	1
heiberg	7	None	0
heimagæzlu	7	heimagæslu	1
henderson	7	None	0
herlidi	7	herliði	1
herlidid	7	herliðið	1
herlids	7	herliðs	1
hérød	7	héruð	1
hindrad	7	hindrað	1
hingadtil	7	! hingað til	0
hjaltastaðaþinghá	7	None	0
hjem	7	None	0
hjeraðið	7	héraðið	1
hjetu	7	hétu	1
hlidina	7	! [hliðina, hlíðina]	0
hlutadeigendur	7	hlutaðeigendur	1
hlýdt	7	hlýtt	1
hnje	7	hné	1
høfd	7	höfð	1
høfdi	7	höfði	1
høfdinu	7	höfðinu	1
høfdum	7	höfðum	1
holmgren	7	None	0
hørd	7	hörð	1
hraunid	7	hraunið	1
hrínga	7	hringa	1
hrygð	7	hryggð	1
hundrad	7	hundrað	1
húss- og bú	7	None	0
hússbónda	7	húsbónda	1
hvartil	7	! hvar til	0
hvørutveggi	7	! hvor tveggi	0
hyrd	7	hirð	1
inngánginum	7	innganginum	1
innl	7	None	0
intet	7	None	0
íslenzkuna	7	íslenskuna	1
jardarrækt	7	jarðarrækt	1
jarlshugmyndin	7	None	0
jensens	7	None	0
johann	7	None	0
justitiarius	7	None	0
kaupverzlan	7	kaupverslun	1
kbh	7	None	0
keen	7	None	0
kéndi	7	kenndi	1
kenníng	7	kenning	1
kenníngum	7	kenningum	1
kensluráðsins	7	kennsluráðsins	1
kinley	7	None	0
kipti	7	kippti	1
klein	7	None	0
køllum	7	köllum	1
konsul	7	konsúl	1
konúngleg	7	konungleg	1
kosningaraðferð	7	None	0
kostnadar	7	kostnaðar	1
kostnaðrinn	7	kostnaðurinn	1
kostnadur	7	kostnaðurinn	1
kristián	7	Kristján	1
kunne	7	None	0
kvennfólki	7	kvenfólki	1
kvennmönnum	7	kvenmönnum	1
kyntust	7	kynntust	1
ladysmith	7	None	0
læger	7	None	0
lagdist	7	lagðist	1
lagerlöf	7	None	0
landþíng	7	landþing	0
langbezt	7	langbest	1
látizt	7	látist	1
latour	7	None	0
laxdals	7	None	0
lb	7	None	0
leidast	7	leiðast	1
leidbeina	7	leiðbeina	1
leingri	7	lengri	1
leitazt	7	leitast	1
lérept	7	léreft	1
lesendr	7	lesendur	1
lidnu	7	liðnu	1
lidu	7	liðu	1
lidug	7	liðug	1
liðveizlu	7	liðveislu	1
lisbóni	7	None	0
locka	7	lokka	1
løgd	7	lögð	1
løgdum	7	lögðum	1
løgin	7	lögin	1
løgmál	7	lögmál	1
løgtekin	7	lögtekin	1
løgvísi	7	lögvísi	1
loptsins	7	loftsins	1
lyfsalafrúin	7	None	0
lyman	7	None	0
lýsíngu	7	lýsingu	1
ma	7	None	0
mælzt	7	mælst	1
mafeking	7	None	0
málavøxtum	7	málavöxtum	1
málsnild	7	málsnilld	1
mannfjelagið	7	mannfélagið	1
mannliga	7	mannlega	1
mansfeld-bûllner	7	None	0
margarin	7	margarín	1
margr	7	None	0
mazzini	7	None	0
medfram	7	meðfram	1
medlima	7	meðlima	1
melis	7	None	0
mentuðum	7	menntuðum	1
merkiligt	7	merkilegt	1
millíóna	7	milljóna	1
minníngar	7	minningar	1
minsti	7	minnsti	1
mönsteds	7	None	0
mountain	7	None	0
munud	7	munuð	1
nádar	7	náðar	1
nákvæmliga	7	nákvæmlega	1
napoléon	7	Napóleón	0
náqvæmlega	7	nákvæmlega	1
nationaltidende	7	None	0
náúnga	7	náunga	1
neðrideild	7	None	0
nefniliga	7	nefnilega	1
neitad	7	neitað	1
nelidoff	7	None	0
nellemann	7	None	0
new-york	7	None	0
newyork	7	None	0
nogle	7	None	0
non	7	None	0
norðanf	7	None	0
norður- og austuramtinu	7	None	0
nordurlandi	7	norðurlandi	1
norge	7	None	0
notid	7	None	0
nov	7	None	0
nytsamligt	7	nytsamlegt	1
nýungum	7	nýjungum	1
óbl	7	None	0
ódar	7	óðar	0
oehlenschläger	7	None	0
óendanliga	7	óendanlega	1
ofhermt	7	None	0
ofmikil	7	None	0
ögursveit	7	None	0
ølmusu	7	ölmusu	1
ölvesá	7	None	0
ønsker	7	None	0
órád	7	óráð	1
orleans	7	None	0
orsøkin	7	orsökin	1
ørsted	7	None	0
óskad	7	óskað	1
parma	7	None	0
paskewitz	7	None	0
pedro	7	None	0
philippus	7	None	0
pitt	7	None	0
píus	7	None	0
pólitisk	7	pólitísk	1
portúgalsmenn	7	None	0
premie	7	None	0
preussen	7	None	0
prinz	7	prins	1
prinzinn	7	prinsinn	1
púdri	7	púðri	1
púlkería	7	None	0
qveikja	7	kveikja	1
rádherra	7	ráðherra	1
rádlegt	7	ráðlegt	1
rædt	7	rætt	1
ramlega	7	rammlega	1
rb	7	None	0
rennes	7	None	0
reykjavíkurpóstinum	7	None	0
reykjavíkurpóstsins	7	None	0
ridu	7	riðu	1
rige	7	None	0
ríkia	7	ríkja	1
ríkisstiórn	7	ríkisstjórn	1
rithøfundrinn	7	rithöfundurinn	1
rüdiger	7	None	0
safnada	7	safnaða	1
salisbury	7	None	0
sameginlega	7	sameiginlega	1
samferda	7	samferða	1
samúelsen	7	None	0
sanngjarnlega	7	None	0
selskab	7	None	0
septembermán	7	None	0
sérhvad	7	sérhvað	1
sèrílagi	7	! sér í lagi	0
sèu	7	séu	1
shawano	7	None	0
shúmla	7	None	0
sífeldt	7	sífellt	1
sír	7	None	0
sitr	7	situr	1
sjøtta	7	sjötta	1
sjúkravitjendur	7	None	0
skallagrímsson	7	None	0
skauzt	7	skaust	1
ské	7	ske	1
skèdu	7	skeðu	1
skemdust	7	skemmdust	1
skiftar	7	skiptar	1
skifting	7	skipting	1
skiftum	7	skiptum	1
skippd	7	None	0
skógarstrønd	7	skógarströnd	1
skorid	7	skorið	1
skothríd	7	skothríð	1
skrifudu	7	skrifuðu	1
sleptu	7	slepptu	1
sljett	7	slétt	1
søgum	7	sögum	1
søgurnar	7	sögurnar	1
sön	7	None	0
söngkensla	7	söngkennsla	1
spurzt	7	spurst	1
stadr	7	staður	1
steinstöðum	7	None	0
stipta	7	stifta	1
stiptun	7	stiftun	1
stjórnar-form	7	None	0
stone	7	None	0
store	7	None	0
stórfje	7	stórfé	1
stórvidri	7	stórviðri	1
stranda-sýslu	7	Strandasýslu	1
strídsher	7	stríðsher	0
strídsmønnum	7	stríðsmönnum	1
studla	7	stuðla	1
suduramtinu	7	suðuramtinu	1
suðurlandsundirlendið	7	None	0
sumsé	7	None	0
sunnanpósturinn	7	None	0
svifti	7	svipti	1
svobúid	7	! svo búið	0
svørtum	7	svörtum	1
syltetöj	7	None	0
tèdu	7	téðu	1
teplitz-flóa	7	None	0
thostrup	7	None	0
thyra	7	None	0
tídar	7	tíðar	1
tídin	7	tíðin	1
tídir	7	tíðir	1
tilbage	7	None	0
tilbúid	7	tilbúið	1
tilfælde	7	None	0
tilfinníngu	7	tilfinningu	1
tilhlýdilega	7	tilhlýðilega	1
tøluverda	7	töluverða	1
trjeð	7	tréð	1
trúarbragdanna	7	trúarbragðanna	1
trygt	7	tryggt	1
tvisv	7	None	0
umrád	7	umráð	1
úngdóms	7	ungdóms	1
únglíngar	7	unglingar	1
úrskurdur	7	úrskurður	1
utah	7	None	0
útbreida	7	útbreiða	1
været	7	None	0
vallendska	7	vallenska	1
vandrædi	7	vandræði	1
varerne	7	None	0
varizt	7	varist	1
vatnsfjarðarsveit	7	None	0
veldissamband	7	None	0
verðl	7	None	0
verdslun	7	verslun	1
verdslunar	7	verslunar	1
verslunarm	7	None	0
verslunarstj	7	None	0
verzlaninni	7	verslaninni	0
verzlar	7	verslar	1
verzlunarvöru	7	verslunarvöru	1
vestanpósturinn	7	None	0
vestfirðíngar	7	Vestfirðingar	1
vesturamtsins	7	None	0
vidleitni	7	viðleitni	1
vidskiptum	7	viðskiptum	1
vígaglúms	7	None	0
vigilantiu	7	None	0
vilia	7	vilja	1
vinstrihliðarmenn	7	None	0
virdi	7	virði	1
virdtist	7	virtist	1
vjelum	7	vélum	1
vøld	7	völd	1
volkov	7	None	0
volkskunde	7	None	0
vøxt	7	vöxt	1
wulff	7	None	0
xvii	7	None	0
xxv	7	None	0
ydn	7	iðn	1
yfir-konsul	7	yfirkonsúl	1
yfirkonsul	7	yfirkonsúl	1
yppurstu	7	None	0
yzta	7	ysta	1
z	7	None	0
zeitschrift	7	None	0
zöllners	7	None	0
þaðað	7	! það að	0
þángaðtil	7	! þangað til	0
þarhiá	7	! þar hjá	0
þeírra	7	þeirra	1
þèr	7	þér	1
þingholtsstr	7	None	0
þióda	7	þjóða	1
þiódarinnar	7	þjóðarinnar	1
þjódólf	7	Þjóðólf	1
þócknast	7	þóknast	1
þøkkum	7	þökkum	1
þurðar	7	þurrðar	1
þurkað	7	þurrkað	1
þvínær	7	! því nær	0
þýda	7	þýða	1
þýdir	7	þýðir	1
áburd	6	áburð	1
adgætandi	6	aðgætandi	1
aðgjört	6	aðgjört	0
adstodar	6	aðstoðar	1
adur	6	áður	1
æfin	6	ævin	1
ægte	6	None	0
ætladur	6	ætlaður	1
afarmiklar	6	! afar miklar	0
afgr.stofu	6	None	0
afkastad	6	afkastað	1
afleidíngar	6	afleiðingar	1
afsídis	6	afsíðis	1
afskiftaleysi	6	afskiptaleysi	1
ágætl	6	None	0
ágóda	6	ágóða	1
áherzluna	6	áhersluna	1
ákveda	6	ákveða	1
album	6	None	0
áleið	6	None	0
áleidis	6	áleiðis	0
álitist	6	None	0
allsjaldan	6	None	0
almenningr	6	almenningur	1
alsk	6	None	0
alþektu	6	alþekktu	0
alþíngismanna	6	alþingismanna	1
amerikumenn	6	Ameríkumenn	1
ámilli	6	! á milli	0
amtmadurinn	6	amtmaðurinn	1
andagipt	6	andagift	1
anledning	6	None	0
aptantil	6	None	0
arkiv	6	None	0
arnljótr	6	Arnljótur	1
ásetníngi	6	ásetningi	1
atburdum	6	atburðum	1
athlátri	6	! aðhlátri	0
audæfum	6	auðæfum	1
audkúlu	6	Auðkúlu	1
audveldlega	6	auðveldlega	1
auglýsíngum	6	auglýsingum	1
aungla	6	öngla	1
aungu	6	engu	1
ávikid	6	ávikið	0
bæarfógeta	6	bæjarfógeta	1
bæklíng	6	bækling	1
bahia	6	None	0
bánkanum	6	bankanum	1
bankaritari	6	bankaritari	0
bannad	6	bannað	1
barcelona	6	None	0
bardenfleth	6	None	0
beðizt	6	beðist	1
beef	6	None	0
benedict	6	None	0
berthier	6	None	0
betst	6	None	0
bidji	6	biðji	1
bidjum	6	biðjum	1
billigt	6	None	0
bjargrædisvegina	6	bjargræðisvegina	1
blada	6	blaða	1
blaðamensku	6	blaðamennsku	1
blanc	6	None	0
blandad	6	blandað	1
blídt	6	blítt	1
blive	6	None	0
blóðagnir	6	None	0
boda	6	boða	1
bordi	6	borði	1
botnvörpustjóri	6	None	0
brád	6	bráð	1
brædrasjódurinn	6	bræðrasjóðurinn	1
brauðaveitingar	6	None	0
braudinu	6	brauðinu	1
breidabólstadur	6	breiðabólstaður	1
breitni	6	breytni	1
brent	6	brennt	1
bretlanz	6	Bretlands	1
breytíngum	6	breytingum	1
brezku	6	bresku	1
brillouin	6	None	0
bródurlód	6	bróðurlóð	1
brøgd	6	brögð	1
